national_inv,lead_time,sales_1_month,pieces_past_due,perf_6_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop
5,2.0,0,0,0.66,0,No,No,No,Yes,No
16,8.0,1,0,0.9,0,No,No,No,Yes,No
64,12.0,0,0,0.76,0,No,No,No,Yes,No
17,9.0,2,0,0.86,0,No,No,No,Yes,No
9,2.0,7,0,0.99,0,No,No,No,Yes,No
0,4.0,8,0,0.96,0,No,No,No,Yes,No
27,2.0,6,0,0.99,0,No,No,No,Yes,No
23,8.0,3,0,0.82,0,No,No,No,Yes,No
1489,8.0,61,0,-99.0,0,No,No,No,Yes,No
4,4.0,0,0,0.68,0,No,No,No,Yes,No
23,8.0,2,0,0.99,0,No,No,No,Yes,No
4,8.0,0,0,0.97,0,No,No,No,Yes,No
30,8.0,9,0,0.84,0,No,No,No,Yes,No
16,8.0,4,0,0.59,0,No,No,No,Yes,No
12298,8.0,6,0,0.91,0,No,No,No,Yes,No
47,12.0,4,0,0.73,0,No,No,Yes,Yes,No
10,8.0,0,0,0.85,0,Yes,No,No,Yes,No
298,2.0,0,0,0.93,0,No,No,No,Yes,No
7,0.0,1,0,0.0,0,No,No,Yes,No,No
14,8.0,4,0,0.98,0,No,No,No,Yes,No
2,9.0,0,0,0.68,0,No,No,No,Yes,No
13,2.0,0,0,0.98,0,No,No,No,Yes,No
41,8.0,6,0,0.99,0,No,No,No,Yes,No
-334,8.0,167,444,0.66,499,No,No,No,Yes,No
152,4.0,620,0,0.73,0,No,No,No,Yes,No
8,8.0,0,0,0.99,0,No,No,No,Yes,No
38,2.0,1,0,0.97,0,Yes,No,No,Yes,No
4,12.0,0,0,0.0,0,No,No,No,Yes,No
7,12.0,0,0,0.73,0,No,No,Yes,Yes,No
25,4.0,9,0,0.99,0,No,No,No,Yes,No
261,4.0,22,0,0.96,0,No,No,No,Yes,No
107,,3,0,-99.0,0,Yes,No,No,Yes,No
5,4.0,4,0,0.68,0,Yes,No,No,Yes,No
70,2.0,1,0,0.95,0,Yes,No,No,Yes,No
7,2.0,0,0,0.99,0,Yes,No,No,Yes,No
6,2.0,4,0,0.17,0,No,No,No,Yes,No
2,8.0,2,0,0.18,0,No,No,No,Yes,No
10,8.0,0,0,0.17,0,No,No,No,Yes,No
20,2.0,0,0,0.99,0,Yes,No,No,Yes,No
216,9.0,0,0,0.94,0,No,No,No,Yes,No
12,4.0,5,0,0.89,0,No,No,No,Yes,No
6,2.0,0,0,0.84,0,Yes,No,No,Yes,No
35,9.0,1,0,0.99,0,No,No,No,Yes,No
1,2.0,1,0,0.91,0,No,No,No,Yes,No
33,8.0,1,0,0.85,0,Yes,No,Yes,Yes,No
9,9.0,0,0,0.99,0,No,No,No,Yes,No
3,9.0,0,0,0.99,0,No,No,No,Yes,No
271,8.0,222,0,0.98,0,No,No,No,Yes,No
212,8.0,0,0,0.99,0,No,No,No,Yes,No
100,8.0,0,0,0.88,0,No,No,No,Yes,No
25633,8.0,2092,0,0.98,17,No,No,Yes,Yes,No
1,8.0,1,0,0.96,0,No,No,No,Yes,No
5,12.0,0,0,0.77,0,No,No,No,Yes,No
68,3.0,7,0,0.75,0,Yes,No,No,Yes,No
8,,0,0,-99.0,0,Yes,No,No,Yes,No
4,9.0,0,0,0.7,0,No,No,No,Yes,No
1523,18.0,313,0,1.0,0,No,No,No,Yes,No
52,,0,0,-99.0,0,Yes,No,No,No,No
168,8.0,0,0,0.44,0,No,No,No,Yes,No
34,6.0,1,0,0.0,0,No,No,No,Yes,No
2,12.0,0,0,0.73,0,No,No,No,Yes,No
2381,13.0,299,0,0.61,1,No,No,No,Yes,No
10,2.0,11,0,0.93,0,No,No,No,Yes,No
3,12.0,0,0,0.78,0,No,No,Yes,Yes,No
272,,0,0,-99.0,0,Yes,No,No,Yes,No
0,,0,0,-99.0,0,No,No,No,Yes,No
19,12.0,3,0,0.98,0,No,No,Yes,Yes,No
4,9.0,0,0,0.7,0,No,No,Yes,Yes,No
16,4.0,3,0,0.79,0,No,No,No,Yes,No
8,9.0,0,0,0.85,0,No,No,No,Yes,No
1829,8.0,382,0,-99.0,0,No,No,No,No,No
61,2.0,0,0,0.44,0,Yes,No,No,Yes,No
87,12.0,54,0,0.83,0,No,No,No,Yes,No
326,8.0,99,0,0.0,0,No,No,No,Yes,No
20,8.0,3,0,0.97,0,No,No,No,Yes,No
244,2.0,3,0,1.0,0,No,No,Yes,Yes,No
15,12.0,0,0,0.58,0,Yes,No,No,Yes,No
40,9.0,3,0,0.86,0,No,No,No,Yes,No
3,12.0,0,0,0.62,0,No,No,No,Yes,No
0,10.0,4,0,0.84,0,No,No,No,Yes,No
5,2.0,0,0,0.59,0,Yes,No,No,Yes,No
259,8.0,0,0,0.91,0,No,No,No,Yes,No
2,9.0,0,0,0.54,0,No,No,No,Yes,No
3,3.0,1,0,0.98,0,No,No,No,Yes,No
19,8.0,60,4,0.65,2,No,No,No,Yes,No
33,2.0,0,0,0.98,0,Yes,No,No,Yes,No
0,2.0,0,0,0.3,0,Yes,No,Yes,Yes,No
410,8.0,10,0,0.94,0,No,No,No,Yes,No
3,8.0,0,0,0.87,0,Yes,No,No,Yes,No
30,8.0,0,0,0.44,0,No,No,Yes,Yes,No
3,2.0,0,0,0.54,0,Yes,No,No,Yes,No
29,12.0,0,0,0.73,0,No,No,No,Yes,No
5,12.0,0,0,0.58,0,Yes,No,No,Yes,No
1,12.0,0,0,0.77,0,No,No,No,Yes,No
0,2.0,0,0,0.66,0,Yes,No,No,Yes,No
17,2.0,0,0,0.95,0,Yes,No,No,Yes,No
97,,0,0,-99.0,0,No,No,No,No,No
3,2.0,6,0,0.73,0,No,No,No,Yes,No
19,9.0,0,0,0.91,0,Yes,No,No,Yes,No
6720,8.0,23,0,-99.0,0,No,No,Yes,Yes,No
7,4.0,0,0,0.22,0,Yes,No,No,Yes,No
75,8.0,3,0,0.87,0,No,No,No,Yes,No
2,2.0,2,0,0.95,0,No,No,No,Yes,No
447,8.0,0,0,0.69,0,No,No,No,Yes,No
0,9.0,2,0,0.54,0,No,No,No,Yes,No
11072,12.0,4799,0,0.66,55,No,No,No,Yes,No
282,14.0,1,0,0.99,0,No,No,No,Yes,No
5,2.0,0,0,0.0,0,Yes,No,Yes,Yes,No
1,12.0,0,0,0.82,0,No,No,No,Yes,No
4,2.0,0,0,0.89,0,Yes,No,Yes,Yes,No
37,,0,0,-99.0,0,No,No,No,No,No
5,8.0,7,0,0.99,0,No,No,Yes,Yes,No
171,9.0,7,0,0.86,0,No,No,No,Yes,No
14,8.0,0,0,1.0,0,No,No,No,Yes,No
155,2.0,3,0,0.84,0,No,No,No,Yes,No
51,8.0,1,0,0.81,0,No,No,No,Yes,No
12,8.0,2,0,0.78,0,No,No,Yes,Yes,No
95,3.0,8,0,0.69,0,No,No,Yes,Yes,No
9,8.0,0,0,1.0,0,No,No,No,Yes,No
5,8.0,2,0,0.91,0,No,No,No,Yes,No
9,8.0,1,0,0.99,0,No,No,No,Yes,No
0,8.0,1,0,0.45,0,Yes,No,No,No,No
3,6.0,0,0,0.79,0,No,No,No,Yes,No
3,2.0,2,0,0.99,0,No,No,No,Yes,No
5,8.0,0,0,0.97,0,No,No,No,Yes,No
13,8.0,2,0,0.98,0,No,No,No,Yes,No
113,8.0,48,0,0.97,0,No,No,No,Yes,No
0,2.0,0,0,0.8,0,No,No,Yes,Yes,No
1723,6.0,12,0,0.76,0,No,No,No,Yes,No
6,8.0,2,0,0.84,2,No,No,No,Yes,No
519,12.0,0,0,0.0,0,No,No,No,Yes,No
0,8.0,0,0,0.94,0,No,No,Yes,Yes,No
1,2.0,0,0,0.49,0,No,No,Yes,Yes,No
4,8.0,0,0,0.84,0,Yes,No,No,Yes,No
0,8.0,0,0,0.46,0,No,No,No,Yes,No
28,12.0,3,0,1.0,0,No,No,No,Yes,No
2,2.0,0,0,0.99,0,No,No,No,Yes,No
124,8.0,36,0,0.97,1,No,No,Yes,Yes,No
0,3.0,1,0,0.99,0,No,No,No,Yes,No
186,2.0,0,0,0.83,0,No,No,No,Yes,No
3,8.0,0,0,0.1,0,No,No,No,Yes,No
6856,8.0,21,0,1.0,0,No,No,No,Yes,No
2,8.0,2,0,0.93,0,No,No,Yes,Yes,No
0,2.0,0,0,0.31,0,Yes,No,No,Yes,No
3,9.0,0,0,0.68,0,No,No,No,Yes,No
6,8.0,0,0,0.97,0,No,No,No,Yes,No
0,2.0,0,0,0.79,0,Yes,No,No,Yes,No
16,10.0,0,0,0.89,0,No,No,No,Yes,No
11,12.0,2,0,0.78,0,No,No,No,Yes,No
1,2.0,0,0,0.37,0,Yes,No,No,Yes,No
5,12.0,0,0,0.82,0,No,No,No,Yes,No
0,8.0,1,0,0.91,0,No,No,No,Yes,No
10,8.0,0,0,0.6,0,No,No,No,Yes,No
0,,0,0,-99.0,0,No,No,No,Yes,No
183,8.0,49,0,1.0,0,No,No,No,Yes,No
21,,0,0,-99.0,0,No,No,No,Yes,No
13,8.0,9,0,0.92,0,No,No,No,Yes,No
0,,0,0,-99.0,0,Yes,No,No,Yes,No
47,2.0,9,0,0.96,0,No,No,No,Yes,No
69,8.0,0,0,0.99,0,No,No,No,Yes,No
0,8.0,0,0,0.37,0,No,No,No,Yes,No
39,2.0,2,0,0.93,0,No,No,No,Yes,No
11,12.0,5,0,0.78,0,No,No,No,Yes,No
0,2.0,2,0,0.1,2,Yes,No,Yes,Yes,No
0,8.0,0,0,0.7,0,Yes,No,Yes,No,No
9,8.0,3,0,0.95,0,No,No,No,Yes,No
6,,0,0,-99.0,0,No,No,No,Yes,No
163,3.0,10,0,0.75,0,No,No,No,Yes,No
7,8.0,0,0,0.82,0,No,No,No,Yes,No
0,2.0,0,0,0.42,0,Yes,No,No,Yes,No
0,8.0,0,0,0.88,0,No,No,No,Yes,No
2775,,5,0,-99.0,0,Yes,No,No,Yes,No
14,8.0,0,0,0.83,0,No,No,No,Yes,No
80,8.0,0,0,-99.0,0,No,No,No,Yes,No
181,14.0,1,0,1.0,0,Yes,No,No,Yes,No
0,2.0,0,0,0.99,0,No,No,Yes,Yes,No
48,9.0,0,0,0.98,0,No,No,No,Yes,No
107,8.0,185,0,1.0,0,No,No,No,Yes,No
16,8.0,0,0,0.79,0,No,No,No,Yes,No
69,8.0,4,0,0.96,0,No,No,No,Yes,No
1806,8.0,9,0,1.0,0,No,No,No,Yes,No
131,12.0,9,0,0.92,0,No,No,No,Yes,No
277,9.0,0,0,0.98,0,No,No,No,Yes,No
142,8.0,6,0,0.89,0,No,No,No,Yes,No
80,8.0,26,0,0.87,0,No,No,No,Yes,No
239,2.0,120,0,0.99,0,No,No,No,Yes,No
3,8.0,1,0,0.5,0,Yes,No,No,Yes,No
8,16.0,9,0,0.44,0,No,No,No,Yes,No
111,12.0,3,0,0.93,0,No,No,No,Yes,No
17,8.0,0,0,0.99,0,No,No,No,Yes,No
475,,2,0,-99.0,0,No,No,No,Yes,No
76,,0,0,-99.0,0,Yes,No,No,Yes,No
421,5.0,4,0,0.91,0,No,No,Yes,No,No
9,12.0,0,0,0.07,0,No,No,No,Yes,No
11,2.0,4,0,0.81,0,No,No,No,Yes,No
2,9.0,0,0,0.7,0,No,No,No,Yes,No
236,4.0,96,8,0.71,0,No,No,No,Yes,No
3,12.0,0,0,0.57,0,No,No,No,Yes,No
1813,12.0,1178,0,0.99,0,No,No,No,Yes,No
461,2.0,97,0,0.88,0,No,No,No,Yes,No
61,8.0,3,0,0.93,0,No,No,Yes,Yes,No
12,4.0,3,0,0.73,0,No,No,No,Yes,No
3,9.0,0,0,0.99,0,No,No,No,Yes,No
78,8.0,9,0,0.98,0,No,No,No,Yes,No
239,14.0,15,0,0.89,0,No,No,No,Yes,No
305,14.0,59,0,0.57,0,No,No,Yes,Yes,No
14,8.0,1,0,1.0,0,Yes,No,No,Yes,No
2,9.0,0,0,0.68,0,No,No,No,Yes,No
4,8.0,0,0,1.0,0,Yes,No,No,Yes,No
77,,0,0,-99.0,0,No,No,No,Yes,No
0,,0,0,-99.0,0,No,No,No,Yes,No
28,8.0,1,0,0.86,0,No,No,Yes,Yes,No
0,8.0,0,0,1.0,0,No,No,No,Yes,No
52,8.0,0,0,0.56,0,No,No,Yes,Yes,No
0,4.0,1,0,0.68,0,Yes,No,No,Yes,No
14,9.0,6,0,0.85,0,No,No,No,Yes,No
3,2.0,36,0,0.1,0,No,No,No,Yes,No
0,9.0,0,0,0.69,0,No,No,No,Yes,No
6,8.0,1,0,0.46,0,No,No,No,Yes,No
2,12.0,0,0,0.82,0,No,No,No,Yes,No
15,12.0,0,0,0.58,0,Yes,No,No,Yes,No
2,12.0,0,0,0.63,0,No,No,No,Yes,No
15,8.0,0,0,0.99,0,No,No,No,Yes,No
0,8.0,0,0,0.74,0,No,No,No,Yes,No
5,8.0,0,0,0.78,0,No,No,No,Yes,No
2,8.0,0,0,0.47,0,No,No,No,Yes,No
466,8.0,33,0,0.99,0,No,No,No,Yes,No
1,12.0,0,0,0.78,0,No,No,No,Yes,No
88,2.0,12,0,0.5,0,No,No,No,Yes,No
460,12.0,0,0,0.94,0,No,No,No,Yes,No
147,,0,0,-99.0,0,No,No,No,Yes,No
6,2.0,3,0,0.61,0,No,No,Yes,Yes,No
40,9.0,1,0,0.94,0,No,No,Yes,Yes,No
8,8.0,0,0,0.83,0,No,No,No,Yes,No
3,4.0,4,0,0.91,0,No,No,No,Yes,No
7,4.0,0,0,0.22,0,Yes,No,No,Yes,No
14,8.0,1,0,0.98,0,No,No,No,Yes,No
17,8.0,7,0,0.83,0,No,No,No,Yes,No
6,2.0,2,0,0.81,0,No,No,No,Yes,No
0,8.0,0,0,0.42,0,No,No,No,Yes,No
187,9.0,375,0,0.94,0,No,No,No,Yes,No
55,8.0,6,0,0.75,0,No,No,No,Yes,No
9,8.0,0,0,0.94,0,No,No,Yes,Yes,No
5,8.0,0,0,0.68,0,No,No,No,Yes,No
83,8.0,50,0,0.79,0,No,No,No,Yes,No
3,8.0,0,0,0.82,0,No,No,Yes,Yes,No
1,8.0,0,0,1.0,0,No,No,No,Yes,No
10,12.0,0,0,0.78,0,Yes,No,No,Yes,No
96,2.0,4,0,1.0,0,No,No,No,Yes,No
10,2.0,1,0,0.9,0,No,No,No,Yes,No
21,,0,0,-99.0,0,Yes,No,No,Yes,No
1,8.0,1,0,1.0,0,No,No,No,Yes,No
5,12.0,0,0,0.78,0,No,No,No,Yes,No
60,8.0,0,0,1.0,0,Yes,No,No,No,No
57,2.0,0,0,0.75,0,Yes,No,No,Yes,No
364,8.0,23,0,0.99,0,No,No,No,Yes,No
2,8.0,0,0,0.89,0,No,No,No,Yes,No
82,8.0,2,0,0.98,0,No,No,Yes,Yes,No
13,12.0,0,0,0.48,0,Yes,No,No,Yes,No
3,8.0,0,0,0.88,0,No,No,No,Yes,No
92,8.0,0,0,1.0,0,No,No,Yes,Yes,No
6,8.0,4,0,0.18,0,No,No,No,Yes,No
45,8.0,2,0,0.95,0,No,No,No,Yes,No
84,2.0,8,6,0.28,0,Yes,No,No,Yes,No
31,12.0,2,0,0.73,0,Yes,No,No,No,No
0,12.0,0,0,-99.0,0,No,No,Yes,Yes,No
2,12.0,0,0,0.63,0,Yes,No,No,Yes,No
2,,0,0,-99.0,0,Yes,No,No,No,No
2,12.0,0,0,0.77,0,No,No,No,Yes,No
1,9.0,0,0,0.7,0,No,No,Yes,Yes,No
36,,1,0,-99.0,0,No,No,No,No,No
11,2.0,0,0,0.55,0,Yes,No,No,Yes,No
2,2.0,0,0,0.98,0,No,No,No,Yes,No
661,2.0,459,0,0.69,0,No,No,Yes,Yes,No
7,8.0,0,0,0.46,0,Yes,No,No,Yes,No
448,8.0,0,0,0.11,0,No,No,Yes,Yes,No
3,8.0,0,0,0.99,0,No,No,No,Yes,No
0,8.0,0,0,0.95,0,Yes,No,No,Yes,No
2,16.0,0,0,0.31,0,No,No,No,Yes,No
4,8.0,6,0,0.8,0,No,No,No,Yes,No
673,8.0,227,0,0.13,0,No,No,Yes,Yes,No
2,4.0,0,0,0.73,0,No,No,No,Yes,No
7,9.0,13,0,0.99,0,No,No,No,Yes,No
457,,0,0,-99.0,0,Yes,No,No,No,No
30,2.0,0,0,0.0,0,Yes,No,No,Yes,No
88,8.0,1,0,0.9,0,No,No,Yes,Yes,No
5,4.0,15,0,0.78,0,No,No,No,Yes,No
0,2.0,0,0,0.58,0,Yes,No,No,Yes,No
-1,8.0,40,48,0.09,1,No,No,No,Yes,No
103,4.0,4,0,1.0,0,Yes,No,No,No,No
0,,0,0,-99.0,0,No,No,No,Yes,No
2,12.0,0,0,0.62,0,No,No,No,Yes,No
39,8.0,0,0,0.35,0,No,No,No,Yes,No
927,12.0,22,0,0.08,0,No,No,No,Yes,No
13,8.0,0,0,0.95,0,No,No,No,Yes,No
4,8.0,3,0,0.99,0,No,No,No,Yes,No
105,8.0,18,0,0.98,0,No,No,No,Yes,No
5,8.0,0,0,0.64,0,No,No,No,Yes,No
12,8.0,0,0,0.8,0,Yes,No,No,Yes,No
7,8.0,0,0,0.37,0,No,No,No,Yes,No
534,12.0,0,0,0.92,0,No,No,Yes,Yes,No
3,9.0,1,0,0.7,0,No,No,No,Yes,No
1,8.0,0,0,0.21,0,No,No,No,Yes,No
0,4.0,0,0,0.73,0,Yes,No,No,Yes,No
14,2.0,3,0,0.51,0,No,No,Yes,Yes,No
1,2.0,0,0,0.82,0,No,No,No,Yes,No
12,2.0,2,0,0.99,0,Yes,No,No,Yes,No
3,2.0,0,0,0.51,0,Yes,No,No,Yes,No
8,8.0,0,0,1.0,0,Yes,No,No,Yes,No
33,3.0,8,0,0.78,0,No,No,No,Yes,No
1742,8.0,1003,0,0.79,0,No,No,No,Yes,No
167,12.0,51,0,0.93,1,No,No,Yes,Yes,No
123,12.0,12,0,0.94,0,No,No,No,Yes,No
15,8.0,0,0,0.64,0,Yes,No,Yes,Yes,No
21,8.0,3,0,0.98,3,No,No,No,Yes,No
1,8.0,0,0,0.97,0,No,No,No,Yes,No
194,9.0,0,0,0.85,0,No,No,No,Yes,No
46,8.0,31,0,0.31,2,No,No,No,Yes,No
11,2.0,0,0,0.69,0,Yes,No,Yes,Yes,No
13,12.0,0,0,0.58,0,Yes,No,No,Yes,No
16,9.0,4,0,0.99,0,No,No,No,Yes,No
27,2.0,0,0,1.0,0,No,No,No,Yes,No
0,4.0,0,0,0.68,0,No,No,No,Yes,No
24,9.0,0,0,0.85,0,No,No,No,Yes,No
97,15.0,8,0,0.05,1,No,No,No,Yes,No
3,4.0,1,0,0.73,0,No,No,No,Yes,No
10,2.0,3,0,0.73,0,No,No,No,Yes,No
143,8.0,22,0,0.96,0,No,No,No,Yes,No
16,12.0,0,0,0.0,0,No,No,No,Yes,No
58,,2,0,-99.0,0,No,No,No,No,No
155,12.0,18,0,0.85,0,No,No,No,Yes,No
6,0.0,2,0,0.0,0,No,No,No,No,No
0,2.0,0,0,0.84,0,Yes,No,Yes,Yes,No
7,9.0,0,0,0.94,0,No,No,No,Yes,No
679,2.0,13,0,0.86,0,No,No,No,Yes,No
1,4.0,0,0,0.73,0,No,No,No,Yes,No
353,2.0,2,0,0.7,0,No,No,No,Yes,No
215,2.0,5,0,0.88,0,No,No,Yes,Yes,No
190,4.0,120,0,0.73,0,No,No,No,Yes,No
2,8.0,0,0,0.96,0,No,No,No,Yes,No
38,,0,0,-99.0,0,Yes,No,No,Yes,No
1,8.0,0,0,0.83,0,No,No,No,Yes,No
7480,14.0,0,0,0.75,0,No,No,No,Yes,No
1,12.0,5,0,0.83,0,No,No,No,Yes,No
2,8.0,0,0,0.96,0,No,No,No,Yes,No
0,4.0,0,0,0.77,0,No,No,No,Yes,No
188,2.0,43,0,0.99,0,No,No,No,Yes,No
5,8.0,0,0,1.0,0,No,No,No,Yes,No
4,2.0,0,0,0.53,0,Yes,No,No,Yes,No
33,0.0,3,0,0.0,0,No,No,Yes,No,No
3,12.0,0,0,0.76,0,No,No,No,Yes,No
35,8.0,0,0,0.84,0,Yes,No,No,Yes,No
9,8.0,5,0,0.0,0,No,No,No,Yes,No
163,,0,0,-99.0,0,Yes,No,No,Yes,No
304,2.0,5,0,0.81,0,No,No,No,Yes,No
170,8.0,232,0,0.47,0,No,No,No,Yes,No
393,8.0,75,0,0.65,0,No,No,Yes,Yes,No
2,,2,0,-99.0,0,Yes,No,Yes,Yes,No
3,12.0,0,0,0.63,0,No,No,No,Yes,No
5,8.0,1,0,0.78,0,No,No,No,Yes,No
1136,8.0,968,0,0.55,0,No,No,No,Yes,No
411,2.0,145,0,0.73,0,Yes,No,No,Yes,No
41,2.0,1,0,0.84,0,Yes,No,No,Yes,No
21,8.0,1,0,0.99,0,No,No,No,Yes,No
40,52.0,1,0,0.91,0,Yes,No,No,Yes,No
15,12.0,3,0,0.73,0,No,No,No,Yes,No
4,4.0,0,0,0.22,0,Yes,No,No,Yes,No
5,2.0,10,0,0.24,0,Yes,No,No,Yes,No
3013,4.0,3329,1224,0.7,0,No,No,No,No,No
13,4.0,0,0,0.73,0,No,No,No,Yes,No
1055,8.0,8,0,0.97,0,No,No,No,Yes,No
14,8.0,1,0,0.96,0,No,No,No,Yes,No
99,12.0,0,0,0.95,0,No,No,No,Yes,No
11,13.0,0,0,0.78,0,No,No,No,Yes,No
1,,1,0,-99.0,0,No,No,No,Yes,No
67,8.0,8,0,0.95,0,No,No,No,Yes,No
657,52.0,9,0,0.69,0,Yes,No,No,Yes,No
30,2.0,10,0,0.19,0,Yes,No,Yes,Yes,No
13,8.0,1,0,0.98,0,No,No,No,Yes,No
7,4.0,0,0,0.73,0,Yes,No,No,Yes,No
11,2.0,3,0,0.99,0,No,No,No,Yes,No
4,2.0,0,0,0.99,0,Yes,No,No,Yes,No
9,2.0,1,0,1.0,0,No,No,No,Yes,No
1,8.0,3,0,0.99,0,No,No,No,Yes,No
96,2.0,0,0,0.91,0,No,No,No,Yes,No
62,8.0,5,0,0.61,0,No,No,No,Yes,No
4748,12.0,0,0,0.57,0,No,No,No,Yes,No
6,8.0,0,0,0.99,0,No,No,No,Yes,No
28576,8.0,2550,0,0.98,0,No,No,No,Yes,No
9,8.0,0,0,0.79,0,No,No,No,Yes,No
5,8.0,1,0,1.0,0,No,No,No,Yes,No
4,8.0,0,0,0.99,0,No,No,No,Yes,No
25,9.0,1,0,0.86,0,No,No,No,Yes,No
3094,4.0,201,0,0.73,0,No,No,No,Yes,No
388,12.0,10,0,0.92,0,No,No,Yes,Yes,No
2,2.0,0,0,1.0,0,No,No,No,Yes,No
79,8.0,58,0,0.95,0,No,No,No,Yes,No
40,,0,0,-99.0,0,No,No,No,Yes,No
9,12.0,5,5,0.74,0,No,No,No,Yes,No
0,8.0,0,0,0.83,0,No,No,No,Yes,No
3,2.0,0,0,0.78,0,No,No,Yes,Yes,No
27,2.0,0,0,1.0,0,No,No,No,Yes,No
73,8.0,7,0,0.99,0,No,No,No,Yes,No
2,4.0,0,0,0.73,0,No,No,No,Yes,No
6,9.0,0,0,0.98,0,No,No,No,Yes,No
1380,12.0,0,0,0.85,0,No,No,No,Yes,No
2,8.0,0,0,0.99,0,No,No,No,Yes,No
236,9.0,28,0,0.86,0,No,No,No,Yes,No
0,,0,0,-99.0,0,No,No,No,Yes,No
3,,0,0,-99.0,0,Yes,No,No,Yes,No
120,3.0,0,0,0.58,0,No,No,No,Yes,No
2,8.0,0,0,0.8,0,No,No,No,Yes,No
6,9.0,2,0,1.0,0,No,No,No,Yes,No
55,8.0,24,0,0.99,1,Yes,No,No,No,No
48,8.0,1,0,0.91,0,No,No,No,Yes,No
386,8.0,1,0,0.79,0,Yes,No,No,Yes,No
36,8.0,9,0,0.84,0,No,No,No,Yes,No
2,8.0,0,0,0.98,0,No,No,No,Yes,No
11,2.0,0,0,0.2,0,Yes,No,No,Yes,No
8,2.0,8,0,0.85,0,No,No,No,Yes,No
5,8.0,0,0,0.75,0,No,No,No,Yes,No
10,8.0,0,0,0.82,0,No,No,Yes,Yes,No
18,8.0,0,0,0.79,0,No,No,No,Yes,No
14,8.0,1,0,0.98,0,No,No,No,Yes,No
2,12.0,0,0,0.98,0,No,No,No,Yes,No
4,8.0,0,0,0.86,0,No,No,No,Yes,No
1982,8.0,131,0,0.98,0,No,No,No,Yes,No
8,8.0,0,0,0.98,0,No,No,No,Yes,No
25,8.0,0,0,1.0,0,Yes,No,No,Yes,No
267,3.0,2,0,0.98,0,No,No,No,Yes,No
15,4.0,0,0,0.73,0,No,No,No,Yes,No
25,12.0,7,0,0.73,0,No,No,No,Yes,No
25,8.0,1,0,0.14,0,No,No,No,Yes,No
6,8.0,10,0,0.99,0,No,No,No,Yes,No
29,8.0,2,0,0.98,0,No,No,No,Yes,No
1,9.0,0,0,0.7,0,No,No,Yes,Yes,No
187,9.0,9,0,0.96,0,No,No,No,Yes,No
5,8.0,0,0,0.98,0,No,No,No,Yes,No
2,12.0,0,0,0.77,0,No,No,No,Yes,No
239,9.0,25,0,0.86,0,No,No,No,Yes,No
10,2.0,0,0,0.42,0,Yes,No,No,Yes,No
301,8.0,54,0,0.93,0,No,No,No,Yes,No
43,12.0,0,0,0.74,0,No,No,No,Yes,No
24,8.0,0,0,0.56,0,No,No,No,Yes,No
0,8.0,0,0,0.8,0,No,No,No,Yes,No
500,2.0,0,0,0.68,0,No,No,Yes,Yes,No
10,8.0,0,0,0.97,0,No,No,No,Yes,No
2,8.0,0,0,0.5,0,Yes,No,Yes,No,No
97,2.0,3,0,0.7,0,Yes,No,No,Yes,No
51,2.0,35,0,0.85,0,No,No,No,Yes,No
206,8.0,40,0,0.98,0,No,No,No,Yes,No
179,8.0,0,0,0.0,0,No,No,Yes,Yes,No
16,8.0,0,0,0.85,0,No,No,No,Yes,No
1,12.0,0,0,0.73,0,No,No,No,Yes,No
8,8.0,0,0,1.0,0,No,No,No,Yes,No
66,,6,0,-99.0,0,No,No,No,No,No
7,12.0,2,0,0.95,0,No,No,Yes,Yes,No
9,8.0,13,0,0.89,0,No,No,Yes,Yes,No
25,4.0,124,0,0.73,0,No,No,No,Yes,No
11,8.0,6,0,0.97,0,No,No,No,Yes,No
9,8.0,3,0,1.0,0,No,No,No,Yes,No
6,12.0,0,0,0.57,0,No,No,No,Yes,No
2719,8.0,52,0,0.96,0,No,No,No,Yes,No
1,8.0,0,0,0.96,0,No,No,No,Yes,No
5,2.0,6,0,0.99,0,No,No,No,Yes,No
72,9.0,0,0,0.94,0,No,No,No,Yes,No
6,8.0,0,0,0.8,0,No,No,No,Yes,No
38,12.0,14,0,0.89,0,No,No,No,Yes,No
18,8.0,0,0,0.65,0,Yes,No,No,Yes,No
25020,8.0,64,0,-99.0,0,No,No,No,Yes,No
42,2.0,10,0,0.97,0,No,No,No,Yes,No
10,12.0,0,0,0.58,0,Yes,No,No,Yes,No
18,8.0,0,0,0.99,0,No,No,No,Yes,No
10,9.0,0,0,0.85,0,No,No,No,Yes,No
2,,0,0,-99.0,0,No,No,No,Yes,No
43,8.0,1,0,0.96,0,No,No,No,Yes,No
2,12.0,0,0,0.78,0,No,No,No,Yes,No
11,4.0,0,0,0.22,0,Yes,No,No,Yes,No
88,2.0,32,0,0.75,0,Yes,No,No,Yes,No
0,9.0,0,0,0.7,0,No,No,No,Yes,No
68,8.0,15,0,0.93,0,No,No,No,Yes,No
37,2.0,2,0,0.75,0,No,No,No,Yes,No
10,8.0,0,0,0.83,0,No,No,No,Yes,No
45,8.0,2,0,0.91,0,No,No,No,Yes,No
224,8.0,8,0,0.97,0,No,No,No,Yes,No
2,12.0,0,0,0.63,0,No,No,Yes,Yes,No
137,52.0,3,0,0.85,0,Yes,No,No,Yes,No
29,8.0,1,0,0.99,0,No,No,No,Yes,No
